ID,back_translated_DATA,LABEL,back_translated_DATA_tamil
TAM_HUAI_TR_743,Made by chemical,HUMAN,രാസത്താൽ നിർമ്മിച്ചതാണ്
TAM_HUAI_TR_744,Regulara Mathikitte will be the only toothpace I don't use,HUMAN,ഞാൻ ഉപയോഗിക്കാത്ത ഒരേയൊരു ടൂത്ത്പുകളായിരിക്കും റെഗുലസ് മാതേക്കിറ്റ്
TAM_HUAI_TR_745,Very Castlia is not necessary to put everything in sandals,HUMAN,എല്ലാം ചെരുപ്പ് ധരിക്കാനുള്ള ആവശ്യമില്ല
TAM_HUAI_TR_746,This is the model that has been thinking about it for a long time.,HUMAN,"ഇതാണ് മോഡലാണിത്, അത് വളരെക്കാലമായി അതിനെക്കുറിച്ച് ചിന്തിക്കുന്നു."
TAM_HUAI_TR_747,Do not work for the day,HUMAN,ദിവസത്തിനായി പ്രവർത്തിക്കരുത്
TAM_HUAI_TR_748,Quality,HUMAN,ഗുണം
TAM_HUAI_TR_749,Is the most expensive jastie,HUMAN,ഏറ്റവും ചെലവേറിയ ജാസ്തീ
TAM_HUAI_TR_750,Veda print is coming,HUMAN,വേദ പ്രിന്റ് വരുന്നു
TAM_HUAI_TR_751,"What is Leather Hand Back at least 10,000",HUMAN,"കുറഞ്ഞത് 10,000 എങ്കിലും ലെതർ കൈ എന്താണ്"
TAM_HUAI_TR_752,Lenovo Leptop is not good,HUMAN,ലെനോവോ ലാപ്ടോപ്പ് നല്ലതല്ല
TAM_HUAI_TR_753,Lakemi is Lockmi's,HUMAN,ലോക്ക്മിയുടെതാണ് ലകീമി
TAM_HUAI_TR_754,Light color will be dirty,HUMAN,ഇളം നിറം വൃത്തികെട്ടതായിരിക്കും
TAM_HUAI_TR_755,The smell is available,HUMAN,മണം ലഭ്യമാണ്
TAM_HUAI_TR_756,The smell is fine,HUMAN,മണം നല്ലതാണ്
TAM_HUAI_TR_757,Smell and chemical pigments are unnecessary,HUMAN,ഗന്ധവും രാസ പിഗ്മെന്റുകളും അനാവശ്യമാണ്
TAM_HUAI_TR_758,The colors in the watch brand are less,HUMAN,വാച്ച് ബ്രാൻഡിലെ നിറങ്ങൾ കുറവാണ്
TAM_HUAI_TR_759,Watch is so beautiful but there is no trust other than,HUMAN,"ജാതി വളരെ മനോഹരമാണ്, പക്ഷേ വിശ്വാസമില്ല"
TAM_HUAI_TR_760,The mouth stink will go,HUMAN,വായ ദുർഗന്ധം വമിക്കും
TAM_HUAI_TR_761,The mouth will clean the sprinkle odor,HUMAN,വായ തളിക്കും ദുർഗന്ധം വമിക്കും
TAM_HUAI_TR_762,V. Ga Peppel is not good,HUMAN,V. GA പെപ്പ് നിഷ്ക്രിയമല്ല
TAM_HUAI_TR_763,Sweat drops will sprinkle the sprinkle,HUMAN,വിയർപ്പ് തുള്ളികൾ തളിക്കും
TAM_HUAI_TR_764,Preventing sweat odor,HUMAN,വിയർപ്പ് ദുർഗന്ധം തടയുന്നു
TAM_HUAI_TR_765,Pricing should not be determined for business code,HUMAN,ബിസിനസ്ഡിനായി വിലനിർണ്ണയം നിർണ്ണയിക്കരുത്
TAM_HUAI_TR_766,Fingertion,HUMAN,അടക്കുന്ന
TAM_HUAI_TR_767,Will soon shoot.,HUMAN,ഉടൻ തന്നെ ഷൂട്ട് ചെയ്യും.
TAM_HUAI_TR_768,Excessive.,HUMAN,അമിതമായി.
TAM_HUAI_TR_769,The price is high.,HUMAN,വില ഉയർന്നതാണ്.
TAM_HUAI_TR_770,The price is very jastiya,HUMAN,വില വളരെ ജാസ്ലിയയാണ്
TAM_HUAI_TR_771,Explosion is just like a low,HUMAN,സ്ഫോടനം കുറവാണ്
TAM_HUAI_TR_772,Are better in the sun during the sun,HUMAN,സൂര്യനിൽ സൂര്യനിൽ മികച്ചതാണ്
TAM_HUAI_TR_773,Decrease,HUMAN,കുറയുക
TAM_HUAI_TR_774,There is a lot of chemical products,HUMAN,ധാരാളം രാസ ഉൽപ്പന്നങ്ങളുണ്ട്
TAM_HUAI_TR_775,The face of the face is high because chemicals are high,HUMAN,രാസവസ്തുക്കൾ കൂടുതലുള്ളതിനാൽ മുഖത്തിന്റെ മുഖം ഉയർന്നതാണ്
TAM_HUAI_TR_776,I think the power of neem oil does not have this grievance hair.,HUMAN,വേപ്പ് ഓയിലിന്റെ ശക്തി ഈ പരാതി മുടിയില്ലെന്ന് ഞാൻ കരുതുന്നു.
TAM_HUAI_TR_777,The root of the root is soaked,HUMAN,റൂട്ടിന്റെ റൂട്ട് ഒലിച്ചിറങ്ങുന്നു
TAM_HUAI_TR_778,Screen is a very good laptop,HUMAN,സ്ക്രീൻ വളരെ നല്ല ലാപ്ടോപ്പാണ്
TAM_HUAI_TR_779,Spar Parts Isiah will not be available,HUMAN,സ്പെയർ പാർട്സ് യെശയ്യാവ് ലഭ്യമാകില്ല
TAM_HUAI_TR_780,Not Speeda,HUMAN,സ്പീഡയല്ല
TAM_HUAI_TR_781,Speeda Boganumunnu Think even the flow will not go away,HUMAN,ഫ്ലോ പോലും പോകില്ലെന്ന് സ്പധ ബൊഗാനമുന്നു
TAM_HUAI_TR_782,Hamam soap model no soapy for me,HUMAN,ഹാം സോപ്പ് മോഡൽ എനിക്ക് ഒരു സോപ്പും ഇല്ല
TAM_HUAI_TR_783,Hair Fall will be Cammiya.,HUMAN,ഹെയർ ഫാൾ കാമിയ ആയിരിക്കും.
TAM_HUAI_TR_784,The only coating la kola kovanu is going to be,HUMAN,കോവലിംഗ് ലാ കോല കോവാനു ആകാൻ പോകുന്നു
TAM_HUAI_TR_785,This polish will not come all tomorrow,HUMAN,ഈ പോളിഷ് നാളെ എല്ലാവരെയും വരില്ല
TAM_HUAI_TR_786,A lot,HUMAN,ഒരുപാട്
TAM_HUAI_TR_787,The henna model is not at all the cooling,HUMAN,ഹെന്ന മോഡൽ എല്ലാ തണുപ്പിലും ഇല്ല
TAM_HUAI_TR_788,This is my pearl chat for this,HUMAN,ഇത് എന്റെ പേൾ ചാറ്റ് ആണ്
TAM_HUAI_TR_789,The price is just a little jasti butt one time you can use a Six Manths,HUMAN,"വില ഒരു ചെറിയ ജാസ്തി ബട്ട് മാത്രമാണ്, ഒരു തവണ നിങ്ങൾക്ക് ആറ് മാൻ ഉപയോഗിക്കാം"
TAM_HUAI_TR_790,I can buy a color for a color leg for the hand.,HUMAN,കൈയ്ക്കുള്ള കളർ കാലിന് എനിക്ക് ഒരു നിറം വാങ്ങാം.
TAM_HUAI_TR_791,This Share I agree with me,HUMAN,ഈ പങ്ക് ഞാൻ എന്നോട് യോജിക്കുന്നു
TAM_HUAI_TR_792,Look like a munji panjumitai ate,HUMAN,ഒരു മുഞ്ജി പഞ്ജുമിറ്റായ് കഴിക്കുന്നത് പോലെ
TAM_HUAI_TR_793,Hair Coloring will not be set for everyone,HUMAN,ഹെയർ കളറിംഗ് എല്ലാവർക്കുമായി സജ്ജമാക്കില്ല
TAM_HUAI_TR_794,Hair tie is so bad for the body,HUMAN,ഹെയർ ടൈ ശരീരത്തിന് വളരെ മോശമാണ്
TAM_HUAI_TR_795,It can also be used by Baby Production,HUMAN,ബേബി പ്രൊഡക്ഷനും ഇത് ഉപയോഗിക്കാം
TAM_HUAI_TR_796,I have been using so much chaf,HUMAN,ഞാൻ വളരെയധികം ചാഫ് ഉപയോഗിക്കുന്നു
TAM_HUAI_TR_797,I have bought Paravalala though Castlia,HUMAN,കാസിൽലിയയാണെങ്കിലും ഞാൻ പരവലാല വാങ്ങി
TAM_HUAI_TR_798,Chemicals gummy,HUMAN,കെമിക്കൽസ് ഗമ്മി
TAM_HUAI_TR_799,I have bought it by the Peraban Freeson,HUMAN,ഞാൻ അത് വാങ്ങിയിട്ടുണ്ട്
TAM_HUAI_TR_800,This shampoo match hair will be very silkia,HUMAN,ഈ ഷാംപൂ മാച്ച് മുടി വളരെ സിൽക്കിയ ആയിരിക്കും
TAM_HUAI_TR_801,Conditioner is not necessary for hair,HUMAN,മുടിക്ക് കണ്ടീഷനർ ആവശ്യമില്ല
TAM_HUAI_TR_802,Dry hair,HUMAN,വരണ്ട മുടി
TAM_HUAI_TR_803,"In the morning, the set will be the set",HUMAN,"രാവിലെ, സെറ്റ് സജ്ജമാക്കും"
TAM_HUAI_TR_804,This lipstick make me a ghost model,HUMAN,ഈ ലിപ്സ്റ്റിക്ക് എന്നെ ഒരു പ്രേത മോഡലാക്കുന്നു
TAM_HUAI_TR_805,This is the same photo beauty,HUMAN,ഇതാണ് ഒരേ ഫോട്ടോ സൗന്ദര്യം
TAM_HUAI_TR_806,Soap smell is good,HUMAN,സോപ്പ് മണം നല്ലതാണ്
TAM_HUAI_TR_807,The oil is not going to go,HUMAN,എണ്ണ പോകാൻ പോകുന്നില്ല
TAM_HUAI_TR_808,Stick to the head of the head,HUMAN,തലയുടെ തലയിൽ ഉറച്ചുനിൽക്കുക
TAM_HUAI_TR_001,but light of this soap is very faint.,AI,എന്നാൽ ഈ സോപ്പിന്റെ വെളിച്ചം വളരെ ക്ഷീണിച്ചിരിക്കുന്നു.
TAM_HUAI_TR_002,as is very special you see the skin well.,AI,വളരെ പ്രത്യേകതയുള്ളതുപോലെ നിങ്ങൾ ചർമ്മത്തെ നന്നായി കാണുന്നു.
TAM_HUAI_TR_003,"after cold water, my skin is very soft.",AI,"തണുത്ത വെള്ളത്തിന് ശേഷം, എന്റെ ചർമ്മം വളരെ മൃദുവാണ്."
TAM_HUAI_TR_004,natural raw materials are produced by this area.,AI,പ്രകൃതി അസംസ്കൃത വസ്തുക്കൾ ഈ മേഖല നിർമ്മിക്കുന്നു.
TAM_HUAI_TR_005,"when pure soap is enough, the foam better formed.",AI,"ശുദ്ധമായ സോപ്പ് മതിയാകുമ്പോൾ, നുരയെ നന്നായി രൂപപ്പെട്ടു."
TAM_HUAI_TR_006,sandals help maintain the legs and makes the body steady.,AI,ചെരുപ്പുകൾ കാലുകൾ പരിപാലിക്കുകയും ശരീരത്തെ സ്ഥിരമാക്കുകയും ചെയ്യുന്നു.
TAM_HUAI_TR_007,the design and materials create this soap very extremely beautiful.,AI,രൂപകൽപ്പനയും മെറ്റീരിയലുകളും ഈ സോപ്പ് വളരെ മനോഹരമായി സൃഷ്ടിക്കുന്നു.
TAM_HUAI_TR_008,its many chemical materials feed the allergy.,AI,ഇതിന്റെ നിരവധി രാസവസ്തുക്കൾ അലർജിക്ക് ഭക്ഷണം നൽകുന്നു.
TAM_HUAI_TR_009,this soap to be used at a later time.,AI,ഈ സോപ്പ് പിന്നീടുള്ള സമയത്ത് ഉപയോഗിക്കും.
TAM_HUAI_TR_010,"after touching it, the skin became very hard.",AI,അത് സ്പർശിച്ച ശേഷം ചർമ്മം വളരെ കഠിനമായി.
TAM_HUAI_TR_011,"although her scent of this species is very strong, she sometimes causes headaches.",AI,"ഈ ഇനത്തിന്റെ അവളുടെ സുഗന്ധം വളരെ ശക്തമാണെങ്കിലും, അവൾ ചിലപ്പോൾ തലവേദന ഉണ്ടാക്കുന്നു."
TAM_HUAI_TR_012,"after using it, the blood became more warm.",AI,"അത് ഉപയോഗിച്ചതിന് ശേഷം, രക്തം കൂടുതൽ .ഷ്മളമായി."
TAM_HUAI_TR_013,"sometimes, allergies in a food occurs when restriction enzyme is abused.",AI,"ചിലപ്പോൾ, എൻസൈമിനെ ദുരുപയോഗം ചെയ്യുമ്പോൾ ഭക്ഷണത്തിലെ അലർജികൾ സംഭവിക്കുന്നു."
TAM_HUAI_TR_014,the crystal is then broken into different pieces.,AI,സ്ഫടികം വ്യത്യസ്ത കഷണങ്ങളായി വിഭജിക്കപ്പെടുന്നു.
TAM_HUAI_TR_015,asian americans perceive to be allergic to skin when nervous.,AI,നാഡീവ്യൂടിമായുമ്പോൾ ഏഷ്യൻ അമേരിക്കക്കാർ ചർമ്മത്തോട് അലർജിയുണ്ടാകാൻ ആഗ്രഹിക്കുന്നു.
TAM_HUAI_TR_016,this soap feels especially expensive.,AI,ഈ സോപ്പ് പ്രത്യേകിച്ച് ചെലവേറിയതായി തോന്നുന്നു.
TAM_HUAI_TR_017,"after using it, a lot of soap must to be used to replacing soap.",AI,"ഇത് ഉപയോഗിച്ചതിന് ശേഷം, സോപ്പ് മാറ്റിസ്ഥാപിക്കാൻ ധാരാളം സോപ്പ് ഉപയോഗിക്കണം."
TAM_HUAI_TR_018,the smell lord soap could not last longer.,AI,ഗന്ധം പ്രഭു സോപ്പിന് കൂടുതൽ നിലനിൽക്കാൻ കഴിഞ്ഞില്ല.
TAM_HUAI_TR_019,the color of dark clouds made impossible.,AI,ഡാർക്ക് മേഘങ്ങളുടെ നിറം അസാധ്യമാണ്.
TAM_HUAI_TR_020,"after using makeup, here is some biological change in the skin.",AI,"മേക്കപ്പ് ഉപയോഗിച്ച ശേഷം, ചർമ്മത്തിലെ ചില ജൈവശാസ്ത്രപരമായ മാറ്റം ഇതാ."
TAM_HUAI_TR_021,"our taste of this stuff is rather good, and sometimes it makes problems.",AI,"ഈ സ്റ്റഫിന്റെ രുചി നല്ലതാണ്, ചിലപ്പോൾ അത് പ്രശ്നങ്ങൾ സൃഷ്ടിക്കുന്നു."
TAM_HUAI_TR_022,second problem : toothpaste seems baseless under hand.,AI,രണ്ടാമത്തെ പ്രശ്നം: ടൂത്ത് പേസ്റ്റ് കൈവശമില്ലാത്തതായി തോന്നുന്നു.
TAM_HUAI_TR_023,alcohol contains about as high in acid.,AI,മദ്യത്തിൽ ആസിഡിൽ ഉയർന്നതാണ്.
TAM_HUAI_TR_024,the stink like toothpaste was gone very high.,AI,ടൂത്ത് പേസ്റ്റ് പോലുള്ള നാഴികക്കല്ല് വളരെ ഉയർന്നതായിരുന്നു.
TAM_HUAI_TR_025,brushing is therefore popular when using brush.,AI,അതിനാൽ ബ്രഷ് ഉപയോഗിക്കുമ്പോൾ ബ്രഷിംഗ് ജനപ്രിയമാണ്.
TAM_HUAI_TR_026,sometimes blood starts in through teeth after wearing toothpaste.,AI,ടൂത്ത് പേസ്റ്റ് ധരിച്ചതിനുശേഷം ചിലപ്പോൾ പല്ലിലൂടെയാണ് രക്തം ആരംഭിക്കുന്നത്.
TAM_HUAI_TR_027,her image appeared very small.,AI,അവളുടെ ചിത്രം വളരെ ചെറുതായി കാണപ്പെട്ടു.
TAM_HUAI_TR_028,every sound of her laid a long spell on the tongue.,AI,അവളുടെ ഓരോ ശബ്ദവും നാവിൽ ഒരു നീണ്ട അക്ഷരത്തെറ്റ് നൽകി.
TAM_HUAI_TR_029,penalty has not be paid on each use.,AI,ഓരോ ഉപയോഗത്തിലും പെനാൽറ്റിക്ക് നൽകപ്പെട്ടിട്ടില്ല.
TAM_HUAI_TR_030,toothpaste often do not become produced.,AI,ടൂത്ത് പേസ്റ്റ് പലപ്പോഴും ഉൽപാദിപ്പിക്കുന്നില്ല.
TAM_HUAI_TR_031,withdrawal effects of alcohol being low.,AI,മദ്യത്തിന്റെ പിൻവലിക്കൽ ഫലങ്ങൾ കുറവാണ്.
TAM_HUAI_TR_032,pain will not develop too much when treating it.,AI,ചികിത്സിക്കുമ്പോൾ വേദന വളരെയധികം വികസിപ്പിക്കില്ല.
TAM_HUAI_TR_033,some texture of the toothpaste remains very fine.,AI,ടൂത്ത് പേസ്റ്റിന്റെ ചില ഘടന വളരെ മികച്ചതായി തുടരുന്നു.
TAM_HUAI_TR_034,our teeth was always completely cleaned.,AI,ഞങ്ങളുടെ പല്ലുകൾ എല്ലായ്പ്പോഴും പൂർണ്ണമായും വൃത്തിയാക്കി.
TAM_HUAI_TR_035,dry tongue occurs after the withdrawal at alcohol.,AI,മദ്യത്തിൽ പിൻവലിച്ച ശേഷമാണ് വരണ്ട നാവ് സംഭവിക്കുന്നത്.
TAM_HUAI_TR_036,the color of the toothpaste has not be clearly altered.,AI,ടൂത്ത് പേസ്റ്റിന്റെ നിറം വ്യക്തമായി മാറ്റിയിട്ടില്ല.
TAM_HUAI_TR_037,the smell of roses does help attract breakfast.,AI,റോസാപ്പൂവിന്റെ ഗന്ധം പ്രഭാതഭക്ഷണം ആകർഷിക്കാൻ സഹായിക്കുന്നു.
TAM_HUAI_TR_038,toothpaste helps more efficient towards strengthening teeth.,AI,പല്ലുകൾ ശക്തിപ്പെടുത്താൻ ടൂത്ത്പേസ്റ്റ് കൂടുതൽ കാര്യക്ഷമമാക്കുന്നു.
TAM_HUAI_TR_039,sometimes the scar develops through the mouth after applying toothpaste.,AI,ടൂത്ത് പേസ്റ്റ് പ്രയോഗിച്ചതിന് ശേഷം ചിലപ്പോൾ വടു വായിൽ വികസിക്കുന്നു.
TAM_HUAI_TR_040,"maintenance around the chewed surface with the toothpaste is very short, resulting with blindness to open mouth.",AI,"ടൂത്ത് പേർ ഉപയോഗിച്ച് ചവച്ച പ്രതലത്തിന് ചുറ്റും പരിപാലനം വളരെ ചെറുതാണ്, വായ തുറക്കാൻ അന്ധതയ്ക്ക് കാരണമാകുന്നു."
TAM_HUAI_TR_041,this taste after the toothpaste was not pleasant.,AI,ടൂത്ത് പേസ്റ്റ് മനോഹരമായിരുന്നില്ല.
TAM_HUAI_TR_042,"once this toothpaste is developed, each new ingredient is installed in the home.",AI,"ഈ ടൂത്ത് പേസ്റ്റ് വികസിപ്പിച്ചെങ്കിൽ, ഓരോ പുതിയ ഘടകവും വീട്ടിൽ ഇൻസ്റ്റാൾ ചെയ്തു."
TAM_HUAI_TR_043,the rush of air in the lips.,AI,അധരങ്ങളിൽ വായുവിന്റെ തിരക്ക്.
TAM_HUAI_TR_044,removing interior odor : eliminates the odor in the interior.,AI,ഇന്റീരിയർ ദുർഗന്ധം നീക്കംചെയ്യുന്നു: ഇന്റീരിയറിലെ ദുർഗന്ധം ഇല്ലാതാക്കുന്നു.
TAM_HUAI_TR_045,non raw oils are used.,AI,അസംസ്കൃത എണ്ണകൾ ഉപയോഗിക്കുന്നു.
TAM_HUAI_TR_046,pet tooth : toothpaste is removed when chewed.,AI,വളർത്തുമൃഗങ്ങൾ: ചവച്ചരച്ച് ടൂത്ത് പേസ്റ്റ് നീക്കംചെയ്തു.
TAM_HUAI_TR_047,it is quality from knowing the creator.,AI,സ്രഷ്ടാവിനെ അറിയുന്നതിൽ നിന്ന് ഗുണനിലവാരമുള്ളതാണ്.
TAM_HUAI_TR_048,foam is present when pressure is applied.,AI,സമ്മർദ്ദം ചെലുത്തുമ്പോൾ നുരയാണ്.
TAM_HUAI_TR_049,toothpaste for skin with iron.,AI,ഇരുമ്പിനൊപ്പം ചർമ്മത്തിന് ടൂത്ത് പേസ്റ്റ്.
TAM_HUAI_TR_050,four teeth escaped after killing it.,AI,അതിനെ കൊന്ന ശേഷം നാല് പല്ലുകൾ രക്ഷപ്പെട്ടു.
TAM_HUAI_TR_051,drinking toothpaste cleanses the potential pollutants in your mouth.,AI,ടൂത്ത് പേസ്റ്റ് കുടിക്കുന്നത് നിങ്ങളുടെ വായിൽ മലിനീകരണങ്ങൾ വൃത്തിയാക്കുന്നു.
TAM_HUAI_TR_052,this smell like cinnamon remains in the mouth for a private moment.,AI,കറുവപ്പട്ട പോലുള്ള ഈ മണം ഒരു സ്വകാര്യ നിമിഷത്തിനായി വായിൽ അവശേഷിക്കുന്നു.
TAM_HUAI_TR_053,the soup tasted a little wrinkled in every place.,AI,സൂപ്പ് എല്ലായിടത്തും അല്പം ചുളിവുകൾ ആസ്വദിച്ചു.
TAM_HUAI_TR_054,the teeth are thus holy because one candle is used.,AI,ഒരു മെഴുകുതിരി ഉപയോഗിക്കുന്നതിനാൽ പല്ലുകൾ വിശുദ്ധമാണ്.
TAM_HUAI_TR_055,it protects faces and provides less irritate.,AI,ഇത് മുഖങ്ങളെ സംരക്ഷിക്കുകയും കുറഞ്ഞ പ്രകോപിപ്പിക്കുകയും ചെയ്യുന്നു.
TAM_HUAI_TR_056,"against applying acid, the elements in the mouth do not eliminated.",AI,"ആസിഡ് പ്രയോഗിക്കുന്നതിനെതിരെ, വായയിലെ ഘടകങ്ങൾ ഇല്ലാതാക്കുന്നില്ല."
TAM_HUAI_TR_057,physical performance : the performance of the dance are described.,AI,ശാരീരിക പ്രകടനം: നൃത്തത്തിന്റെ പ്രകടനം വിവരിക്കുന്നു.
TAM_HUAI_TR_058,her smell with toothpaste is equally attractive.,AI,ടൂത്ത് പേന്യമുള്ള അവളുടെ മണം ഒരുപോലെ ആകർഷകമാണ്.
TAM_HUAI_TR_059,designed for teeth young and healthy.,AI,ചെറുപ്പക്കാരും ആരോഗ്യവാനും പല്ലുകൾക്കായി രൂപകൽപ്പന ചെയ്തിരിക്കുന്നു.
TAM_HUAI_TR_060,most natural taste from chocolate toothpaste is not happy.,AI,ചോക്ലേറ്റ് ടൂത്ത് പേസ്റ്റിൽ നിന്നുള്ള ഏറ്റവും സ്വാഭാവിക രുചി സന്തോഷമില്ല.
TAM_HUAI_TR_061,the smells of his hair oil were very refreshing.,AI,അവന്റെ മുടി എണ്ണയുടെ ഗന്ധം വളരെ നവോന്മേഷമായിരുന്നു.
TAM_HUAI_TR_062,the fingers felt soft and curly after using it.,AI,വിരലുകൾക്ക് ഉപയോഗിച്ചതിന് ശേഷം മൃദുവായതും ചുരുണ്ടതും അനുഭവപ്പെട്ടു.
TAM_HUAI_TR_063,decreased lung growth.,AI,ശ്വാസകോശ വളർച്ച കുറഞ്ഞു.
TAM_HUAI_TR_064,got the hair wet.,AI,മുടി നനഞ്ഞു.
TAM_HUAI_TR_065,dry head with skin lesions.,AI,ചർമ്മ നിഖേദ് ഉപയോഗിച്ച് വരണ്ട തല.
TAM_HUAI_TR_066,reduces shell colour.,AI,ഷെൽ നിറം കുറയ്ക്കുന്നു.
TAM_HUAI_TR_067,soil contains natural of artificial raw materials.,AI,മണ്ണിൽ കൃത്രിമ അസംസ്കൃത വസ്തുക്കളുടെ സ്വാഭാവിക അടങ്ങിയിരിക്കുന്നു.
TAM_HUAI_TR_068,helps you correct headache syndrome.,AI,തലവേദന സിൻഡ്രോം ശരിയാക്കാൻ സഹായിക്കുന്നു.
TAM_HUAI_TR_069,which means protects color.,AI,അതിന്റെ അർത്ഥം നിറം സംരക്ഷിക്കുക എന്നാണ്.
TAM_HUAI_TR_070,increases in length.,AI,നീളത്തിൽ വർദ്ധിക്കുന്നു.
TAM_HUAI_TR_071,his hair grew from roots.,AI,അവന്റെ തലമുടി വേരുകളിൽ നിന്ന് വളർന്നു.
TAM_HUAI_TR_072,we grow fast.,AI,ഞങ്ങൾ വേഗത്തിൽ വളരുന്നു.
TAM_HUAI_TR_073,thus the essential nutrients for life.,AI,അങ്ങനെ ജീവിതത്തിനുള്ള അവശ്യ പോഷകങ്ങൾ.
TAM_HUAI_TR_074,the oil easily opened the hair at the end.,AI,ഓയിൽ അവസാനം മുടി എളുപ്പത്തിൽ തുറന്നു.
TAM_HUAI_TR_075,may reduce face wrinkles.,AI,മുഖം ചുളിവുകൾ കുറയ്ക്കാം.
TAM_HUAI_TR_076,that women unite the grassroots.,AI,ആ സ്ത്രീകൾ കൂട്ടമായി ഒന്നിക്കുന്നു.
TAM_HUAI_TR_077,"if the soil is spilled, the water is passed.",AI,"മണ്ണ് ഒഴുകുകയാണെങ്കിൽ, വെള്ളം കടന്നുപോകുന്നു."
TAM_HUAI_TR_078,helps avoid software bugs.,AI,സോഫ്റ്റ്വെയർ ബഗുകൾ ഒഴിവാക്കാൻ സഹായിക്കുന്നു.
TAM_HUAI_TR_079,prevents the hunt.,AI,വേട്ട തടയുന്നു.
TAM_HUAI_TR_080,this method is simple but easy about use.,AI,ഈ രീതി ലളിതവും എന്നാൽ ഉപയോഗത്തെക്കുറിച്ചും എളുപ്പമാണ്.
TAM_HUAI_TR_081,"social appeal of this dark colour is not strong, because some do not like it.",AI,"ഈ ഇരുണ്ട നിറത്തിന്റെ സാമൂഹിക ആകർഷണം ശക്തമല്ല, കാരണം ചിലർക്ക് ഇത് ഇഷ്ടമല്ല."
TAM_HUAI_TR_082,the oil leaks from extraction well and gives into hard.,AI,എണ്ണ വേർതിരിച്ചെടുക്കുന്നതിൽ നിന്ന് ഒഴുകുകയും കഠിനമായി നൽകുകയും ചെയ്യുന്നു.
TAM_HUAI_TR_083,dry ice : body oil dried some animal ' s skin on human skin.,AI,ഉണങ്ങിയ ഐസ്: ബോഡി ഓയിൽ മനുഷ്യ ചർമ്മത്തിൽ ചില മൃഗങ്ങളുടെ ചർമ്മത്തെ ഉണക്കി.
TAM_HUAI_TR_084,"large thread : usually using oil, large stitches is formed for the hair.",AI,"വലിയ ത്രെഡ്: സാധാരണയായി എണ്ണ ഉപയോഗിച്ച്, മുടിക്ക് വലിയ തുന്നലുകൾ രൂപം കൊള്ളുന്നു."
TAM_HUAI_TR_085,"chests : this is almost completely infiltrated, exposing blood to head below the skin.",AI,"നെഞ്ചുകൾ: ഇത് മിക്കവാറും പൂർണ്ണമായും നുഴഞ്ഞുകയറാക്കി, ചർമ്മത്തിന് താഴെ തല തുറന്നുകൊടുക്കുന്നു."
TAM_HUAI_TR_086,great oil left : which leaves a great layer of head hair.,AI,വലിയ എണ്ണ അവശേഷിക്കുന്നു: അത് തല മുടിയുടെ ഒരു വലിയ പാളി ഉപേക്ഷിക്കുന്നു.
TAM_HUAI_TR_087,bleeding too much : small wrinkle in a bandage usually after continuous use of oil.,AI,വളരെയധികം രക്തസ്രാവം: നിരന്തരമായ എണ്ണ ഉപയോഗത്തിന് ശേഷം തലപ്പാവു ചെറിയ ചുളിവുകൾ.
TAM_HUAI_TR_088,oil is stained in the oil : the clay placed high in clay bowls.,AI,എണ്ണയിൽ എണ്ണ കറങ്ങുന്നു: കളിമണ്ണ് കളിമൺ പാത്രങ്ങളിൽ ഉയർന്നു.
TAM_HUAI_TR_089,no problem : most people need this bizarre allergy problem.,AI,ഒരു പ്രശ്നവുമില്ല: മിക്ക ആളുകൾക്കും ഈ വിചിത്രമായ അലർജി പ്രശ്നം ആവശ്യമാണ്.
TAM_HUAI_TR_090,burning expensive oil : contaminated mixture spills more after using oil.,AI,തീവ്രമായ വില കത്തുന്ന: മലിനമായ മിശ്രിതം എണ്ണ ഉപയോഗിച്ചതിന് ശേഷം കൂടുതൽ കൂടുതൽ ചോർച്ച.
TAM_HUAI_TR_091,well cleaning : crude oil is relatively well cleaned and remove it.,AI,നന്നായി വൃത്തിയാക്കൽ: ക്രൂഡ് ഓയിൽ താരതമ്യേന നന്നായി വൃത്തിയാക്കി നീക്കംചെയ്യുന്നു.
TAM_HUAI_TR_092,pricing policy : market price of crude oil is very increasing.,AI,വിലനിർണ്ണയ നയം: അസംസ്കൃത എണ്ണയുടെ വിപണി വില വളരെ കൂടുതലാണ്.
TAM_HUAI_TR_093,physical pain : even people experience headaches after smoking palm oil.,AI,ശാരീരിക വേദന: പുകവലിച്ചതിനുശേഷം ആളുകൾ തലവേദന അനുഭവപ്പെടുന്നു.
TAM_HUAI_TR_094,sprinkle over : the stuff was not spoiled.,AI,തളിക്കുക: സ്റ്റഫ് നശിച്ചിട്ടില്ല.
TAM_HUAI_TR_095,stench from other ways : oil lighter used than the water containing oil.,AI,മറ്റ് വഴികളിൽ നിന്ന് ദുർഗന്ധം വഹിക്കുക: എണ്ണ അടങ്ങിയ വെള്ളത്തേക്കാൾ എണ്ണ ഭാരം.
TAM_HUAI_TR_096,too much beard : growing hair causes infant obesity.,AI,വളരെയധികം താടി: മുടി വളരുന്ന മുടി ശിശുക്കളുടെ അമിതവണ്ണത്തിന് കാരണമാകുന്നു.
TAM_HUAI_TR_097,no soaking wet : the oil can not spread quickly on the stressed skin.,AI,നനവ് കുതിർക്കുന്നില്ല: സമ്മർദ്ദത്തിൽ നിന്ന് എണ്ണ വേഗത്തിൽ പ്രചരിക്കാനാവില്ല.
